i,time,ax
404,1509851.0,0.29999924
406,1509894.0,0.27999973
414,1509937.0,0.35999966
418,1509980.0,0.37999916
422,1510023.0,0.29999924
428,1510066.0,0.22999954
434,1510109.0,0.19999981
438,1510152.0,0.25
442,1510195.0,0.3199997
448,1510238.0,0.28999996
452,1510281.0,0.25999928
458,1510324.0,0.34999943
464,1510367.0,0.28999996
468,1510410.0,0.2699995
474,1510453.0,0.19999981
480,1510496.0,0.22999954
484,1510539.0,0.34999943
490,1510582.0,0.2699995
496,1510625.0,0.21000004
500,1510668.0,0.22999954
508,1510711.0,0.25999928
512,1510755.0,0.27999973
514,1510797.0,0.28999996
520,1510840.0,0.21999931
526,1510883.0,0.07999992
532,1510926.0,-0.2300005
534,1510969.0,-0.7800007
540,1511012.0,-1.3800001
546,1511055.0,-2.4600005
550,1511098.0,-4.3500004
556,1511141.0,-6.5300007
562,1511184.0,-7.8700004
570,1511227.0,-7.4400005
572,1511270.0,-5.3
578,1511313.0,-3.3800006
584,1511356.0,-0.3800001
586,1511399.0,4.919999
592,1511442.0,8.96
598,1511485.0,9.54
602,1511528.0,11.39
608,1511571.0,11.97
614,1511614.0,10.079999
618,1511657.0,8.38
624,1511700.0,7.7699995
630,1511743.0,9.0199995
636,1511786.0,9.409999
638,1511829.0,5.8199997
646,1511872.0,-2.7400002
650,1511915.0,-12.8
654,1511958.0,-17.77
660,1512001.0,-10.71
666,1512044.0,-7.2800007
670,1512087.0,-9.190001
674,1512130.0,-11.8
682,1512173.0,-11.790001
692,1512216.0,-10.610001
694,1512259.0,-11.540001
696,1512302.0,-12.070001
700,1512345.0,-10.790001
706,1512388.0,-7.2400007
712,1512431.0,2.0599995
714,1512474.0,14.78
722,1512517.0,14.649999
726,1512560.0,11.7
734,1512603.0,12.95
736,1512646.0,11.55
742,1512689.0,8.37
748,1512732.0,5.71
752,1512775.0,5.0599995
758,1512818.0,5.169999
764,1512861.0,4.0199995
766,1512904.0,1.0199995
774,1512947.0,-5.1900005
778,1512990.0,-9.56
782,1513033.0,-11.31
790,1513076.0,-10.110001
794,1513119.0,-6.3100004
798,1513162.0,-1.8000002
804,1513205.0,0.8999996
810,1513248.0,0.62999916
814,1513291.0,0.07999992
818,1513334.0,0.059999466
826,1513377.0,-0.12000084
828,1513420.0,0.019999504
