i,time,ax
404,302351.0,-0.11000061
412,302404.0,-0.19000053
420,302457.0,-0.17000008
426,302510.0,-0.15000057
430,302563.0,-0.13000011
436,302616.0,-0.19000053
444,302669.0,-0.25
450,302722.0,-0.13000011
456,302775.0,-0.12000084
464,302828.0,-0.17000008
470,302881.0,-0.17000008
474,302934.0,-0.22000027
480,302987.0,-0.4300003
488,303040.0,-0.6500006
494,303093.0,-0.8600006
500,303146.0,-1.1900005
508,303199.0,-1.6100006
514,303252.0,-1.8800006
520,303305.0,-2.0600004
526,303358.0,-1.6400003
534,303411.0,-0.8100004
540,303464.0,-0.27000046
544,303517.0,0.4499998
550,303570.0,0.6499996
564,303623.0,1.0299997
566,303676.0,1.2599993
574,303729.0,1.79
578,303782.0,2.0199995
584,303835.0,1.9699993
592,303888.0,1.7299995
602,303941.0,1.46
604,303994.0,1.1899996
610,304047.0,0.8499994
616,304100.0,0.60999966
620,304153.0,0.46000004
626,304206.0,0.29999924
634,304259.0,0.30999947
640,304312.0,0.32999992
648,304365.0,0.12999916
654,304418.0,0.12999916
662,304471.0,0.35999966
664,304524.0,0.5799999
672,304577.0,0.5899992
678,304630.0,0.4499998
686,304683.0,0.23999977
692,304736.0,0.21999931
700,304789.0,0.3699999
706,304842.0,0.30999947
710,304895.0,0.3399992
716,304948.0,0.40999985
724,305001.0,0.54999924
730,305054.0,0.4499998
736,305107.0,0.46000004
744,305160.0,0.5099993
750,305213.0,0.3699999
762,305266.0,0.13999939
764,305319.0,0.16999912
768,305372.0,0.30999947
774,305425.0,0.2699995
784,305478.0,0.09999943
788,305531.0,0.19999981
792,305584.0,-0.05000019
800,305637.0,-0.78999996
806,305690.0,-1.8900003
812,305743.0,-2.6400003
820,305796.0,-2.2600002
826,305849.0,-0.77000046
830,305902.0,2.75
838,305955.0,9.509999
844,306008.0,18.849998
852,306061.0,18.239998
862,306114.0,16.29
864,306167.0,5.87
868,306220.0,-6.8
876,306273.0,-18.86
886,306326.0,-6.7300005
890,306379.0,-12.280001
896,306432.0,-6.6500006
900,306485.0,-8.63
908,306538.0,-11.13
914,306591.0,-9.6
920,306644.0,-10.080001
926,306697.0,-10.320001
932,306750.0,-8.27
940,306803.0,5.049999
946,306856.0,11.11
954,306909.0,12.79
958,306962.0,11.89
964,307015.0,11.29
970,307068.0,6.5699987
980,307121.0,6.239999
984,307174.0,4.74
990,307227.0,2.9799995
998,307280.0,2.1799994
1004,307333.0,0.8499994
1010,307386.0,-0.78999996
1014,307439.0,-2.4300003
1022,307492.0,-3.2500005
1028,307545.0,-2.8900003
1034,307598.0,-2.3200006
1046,307651.0,-1.9400005
1048,307704.0,-1.3800001
1054,307757.0,-0.9200001
1062,307810.0,-0.9000006
1066,307863.0,-1.1000004
1076,307916.0,-0.9000006
1080,307969.0,-0.7400007
1086,308022.0,-0.82000065
1094,308075.0,-0.59000015
1100,308128.0,-0.33000088
1104,308181.0,-0.47000027
1112,308234.0,-0.46000004
