i,time,ax
1046,29607.0,-0.1600008
1048,29630.0,-0.09000015
1052,29653.0,-0.1800003
1056,29676.0,-0.17000008
1058,29699.0,-0.1600008
1060,29722.0,-0.20000076
1064,29745.0,-0.14000034
1066,29768.0,-0.05000019
1068,29791.0,-0.12000084
1070,29814.0,-0.15000057
1072,29837.0,-0.13000011
1076,29860.0,-0.14000034
1078,29883.0,-0.21000004
1080,29906.0,-0.19000053
1084,29929.0,-0.19000053
1086,29952.0,-0.20000076
1090,29975.0,-0.22000027
1092,29998.0,-0.20000076
1094,30021.0,-0.20000076
1098,30044.0,-0.2300005
1100,30067.0,-0.17000008
1104,30090.0,-0.15000057
1106,30113.0,-0.21000004
1108,30136.0,-0.14000034
1110,30159.0,-0.12000084
1114,30181.0,-0.10000038
1120,30205.0,-0.06000042
1122,30228.0,-0.14000034
1124,30251.0,-0.25
1126,30274.0,-0.24000072
1130,30297.0,-0.2300005
1132,30320.0,-0.3000002
1134,30343.0,-0.27000046
1136,30366.0,-0.27000046
1138,30389.0,-0.22000027
1140,30412.0,-0.1800003
1144,30435.0,-0.2300005
1148,30458.0,-0.20000076
1150,30481.0,-0.14000034
1152,30504.0,-0.10000038
