i,time,ax
400,571968.0,0.07999992
408,572011.0,0.0899992
412,572054.0,0.059999466
416,572097.0,0.03999996
422,572140.0,0.059999466
428,572183.0,0.019999504
434,572226.0,-0.010000229
436,572269.0,0.059999466
442,572312.0,0.09999943
452,572355.0,0.009999275
454,572398.0,0.0
464,572441.0,0.03999996
466,572484.0,0.03999996
470,572527.0,0.069999695
476,572570.0,0.029999733
478,572613.0,0.14999962
486,572656.0,0.12999916
490,572699.0,0.009999275
494,572742.0,0.029999733
498,572785.0,0.12999916
504,572828.0,0.14999962
512,572871.0,0.03999996
514,572914.0,0.069999695
518,572957.0,0.12999916
526,573000.0,0.029999733
530,573043.0,-0.20000076
538,573086.0,-0.2800007
542,573129.0,-0.31000042
546,573172.0,-0.3800001
552,573215.0,-0.52000046
556,573258.0,-1.1500006
562,573301.0,-2.0100002
566,573344.0,-3.0200005
572,573387.0,-3.0800004
576,573430.0,-2.2900004
584,573473.0,-1.5500002
586,573516.0,-0.42000008
594,573559.0,-0.10000038
598,573602.0,0.0899992
602,573645.0,0.47999954
610,573688.0,0.47999954
614,573731.0,0.5699997
626,573774.0,0.0899992
628,573817.0,-0.17000008
630,573860.0,-0.030000687
634,573903.0,0.0
638,573946.0,0.009999275
646,573989.0,0.14999962
648,574032.0,0.34999943
656,574075.0,0.9699993
658,574118.0,1.46
666,574161.0,1.2399998
670,574204.0,0.5799999
674,574247.0,-0.020000458
682,574290.0,-0.62000084
684,574333.0,-0.9100008
690,574376.0,-0.9800005
696,574419.0,-0.84000015
702,574462.0,-0.5600004
706,574505.0,-0.47000027
716,574548.0,-0.34000015
718,574591.0,-0.3000002
720,574634.0,-0.3600006
726,574677.0,-0.3000002
730,574720.0,-0.25
738,574763.0,-0.37000084
742,574806.0,-0.4100008
748,574849.0,-0.5600004
752,574892.0,-0.6700001
756,574935.0,-0.6500006
764,574978.0,-0.62000084
766,575021.0,-0.62000084
774,575064.0,-0.57000065
778,575107.0,-0.47000027
784,575150.0,-0.3000002
790,575193.0,-0.22000027
794,575236.0,-0.14000034
800,575279.0,-0.45000076
802,575322.0,-0.32000065
810,575365.0,-0.52000046
814,575408.0,-0.6000004
820,575451.0,-0.5500002
826,575494.0,-0.6000004
828,575537.0,-0.6700001
834,575580.0,-0.59000015
842,575623.0,-0.49000072
844,575666.0,-0.4800005
852,575709.0,-0.32000065
856,575752.0,-0.31000042
862,575795.0,-0.2800007
868,575838.0,-0.32000065
870,575881.0,-0.37000084
878,575924.0,-0.44000053
882,575967.0,-0.4800005
886,576010.0,-0.5
890,576053.0,-0.5100002
898,576096.0,-0.47000027
900,576139.0,-0.35000038
908,576182.0,-0.19000053
912,576225.0,-0.05000019
916,576268.0,-0.14000034
924,576311.0,-0.31000042
926,576354.0,-0.40000057
936,576397.0,-0.59000015
938,576440.0,-0.87000084
942,576483.0,-1.0900002
948,576526.0,-1.3100004
950,576569.0,-1.8300004
956,576612.0,-2.5300002
964,576655.0,-1.8100004
970,576698.0,2.7399998
974,576741.0,10.64
978,576784.0,12.62
984,576827.0,13.14
988,576870.0,10.28
994,576913.0,3.29
1000,576956.0,-0.24000072
1004,576999.0,-8.14
1010,577042.0,-11.17
1014,577085.0,-11.25
1022,577128.0,-7.7500005
1026,577171.0,-7.4700003
1028,577214.0,-11.040001
1036,577257.0,-10.030001
1040,577300.0,-8.33
1048,577343.0,-8.76
1050,577386.0,-9.56
1056,577429.0,-9.17
1062,577472.0,-1.6800003
1066,577515.0,13.31
1072,577558.0,18.919998
1076,577601.0,18.36
1084,577644.0,11.62
1088,577687.0,3.3199997
1090,577730.0,-2.9600005
1098,577773.0,-6.92
1102,577816.0,-8.09
1108,577859.0,-6.5200005
1114,577902.0,-1.4700003
1120,577945.0,0.80999947
1124,577988.0,1.3799992
1130,578031.0,-0.020000458
1132,578074.0,-0.7300005
1138,578117.0,-0.33000088
1144,578160.0,0.7699995
1150,578203.0,1.2599993
1156,578246.0,0.65999985
1158,578289.0,0.14999962
1166,578332.0,0.009999275
1170,578375.0,0.27999973
1178,578418.0,0.46000004
1182,578461.0,0.40999985
1184,578504.0,0.25
1190,578547.0,0.30999947
1194,578590.0,0.27999973
1202,578633.0,0.17999935
1206,578676.0,0.21000004
1212,578719.0,0.21999931
1216,578762.0,0.14999962
1222,578805.0,0.2699995
1228,578848.0,0.2699995
1232,578891.0,0.3399992
