i,time,ax
402,531060.0,-0.08000088
406,531113.0,-0.28999996
412,531166.0,-0.47000027
418,531219.0,-0.08000088
426,531272.0,0.059999466
432,531325.0,0.15999985
448,531378.0,0.19999981
450,531431.0,0.40999985
452,531484.0,0.28999996
456,531537.0,0.0899992
464,531590.0,0.22999954
470,531643.0,0.21999931
478,531696.0,-0.9200001
482,531749.0,-0.6800003
488,531802.0,0.23999977
496,531855.0,0.39999962
502,531908.0,0.07999992
506,531961.0,0.03999996
512,532014.0,-0.010000229
520,532067.0,0.019999504
526,532120.0,0.029999733
534,532173.0,0.029999733
538,532226.0,0.069999695
544,532279.0,0.03999996
552,532332.0,-0.020000458
560,532385.0,-0.24000072
566,532438.0,-0.94000053
572,532491.0,-1.4200001
576,532544.0,-1.2200003
584,532597.0,-1.3400002
590,532650.0,-1.1500006
596,532703.0,-0.7400007
602,532756.0,-0.5600004
608,532809.0,-0.31000042
616,532862.0,-0.09000015
622,532915.0,0.23999977
630,532968.0,0.7399998
634,533021.0,1.6399994
642,533074.0,2.5699997
648,533127.0,1.7799997
652,533180.0,0.6999998
660,533233.0,0.29999924
666,533286.0,0.069999695
674,533339.0,-0.05000019
680,533392.0,-0.1600008
684,533445.0,-0.28999996
692,533498.0,-0.5600004
698,533551.0,-0.84000015
706,533604.0,-1.1500006
712,533657.0,-1.1800003
716,533710.0,0.32999992
722,533763.0,4.24
730,533816.0,10.5199995
736,533869.0,13.61
744,533922.0,13.069999
748,533975.0,6.329999
756,534028.0,-2.3200006
768,534081.0,-9.89
770,534134.0,-12.56
776,534187.0,-13.26
780,534240.0,-14.24
788,534293.0,-13.99
794,534346.0,-13.34
798,534399.0,-12.18
806,534452.0,-10.690001
812,534505.0,-3.4100003
820,534558.0,4.96
824,534611.0,15.7300005
830,534664.0,18.66
838,534717.0,14.089999
844,534770.0,8.29
852,534823.0,5.9699993
858,534876.0,3.4199991
862,534929.0,1.0599995
870,534982.0,-1.5600004
876,535035.0,-4.1900005
884,535088.0,-6.5200005
890,535141.0,-7.1200004
894,535194.0,-5.1700006
902,535247.0,-2.0700006
908,535300.0,0.62999916
916,535353.0,0.9899998
920,535406.0,0.71000004
926,535459.0,0.46000004
934,535512.0,0.27999973
942,535565.0,0.3399992
944,535618.0,0.27999973
952,535671.0,0.5099993
960,535724.0,0.3199997
964,535777.0,0.17999935
970,535830.0,0.119999886
978,535883.0,0.13999939
986,535936.0,0.21000004
992,535989.0,0.32999992
996,536042.0,0.17999935
1002,536095.0,0.23999977
1010,536148.0,0.28999996
1016,536201.0,0.2699995
1024,536254.0,0.25999928
