i,time,ax,h
712,628853.0,-1.0100002,0.0
714,628853.0,-1.0100002,0.0
716,628889.0,-1.0100002,0.0
718,628925.0,-0.97000027,0.0
720,628961.0,-1.0700006,0.0
722,628997.0,-0.9900007,0.0
724,629033.0,-0.97000027,0.0
726,629033.0,-0.97000027,0.0
728,629033.0,-0.97000027,0.0
730,629033.0,-0.97000027,0.0
732,629069.0,-0.7300005,0.0
734,629105.0,-0.3000002,0.0
736,629105.0,-0.3000002,0.0
738,629141.0,0.19999981,0.0
740,629141.0,0.19999981,0.0
742,629177.0,1.4199991,0.0
744,629177.0,1.4199991,0.0
746,629177.0,1.4199991,0.0
748,629213.0,-0.39000034,0.0
750,629213.0,-0.39000034,0.0
752,629249.0,-2.3800006,0.0
754,629285.0,-2.8600006,0.0
756,629285.0,-2.8600006,0.0
758,629285.0,-2.8600006,0.0
760,629285.0,-2.8600006,0.0
762,629321.0,-3.7400002,0.0
764,629357.0,-3.1000004,0.0
766,629357.0,-3.1000004,0.0
768,629393.0,1.7399998,0.0
770,629393.0,1.7399998,0.0
772,629393.0,1.7399998,0.0
774,629429.0,3.9099998,0.0
776,629465.0,1.9299994,0.0
778,629465.0,1.9299994,0.0
780,629501.0,0.80999947,0.0
782,629501.0,0.80999947,0.0
784,629537.0,-1.8400006,0.0
786,629537.0,-1.8400006,0.0
788,629537.0,-1.8400006,0.0
790,629537.0,-1.8400006,0.0
792,629537.0,-1.8400006,0.0
794,629573.0,-3.4100003,0.0
796,629609.0,-4.7300005,0.0
798,629645.0,-4.1100006,0.0
800,629645.0,-4.1100006,0.0
802,629645.0,-4.1100006,0.0
804,629681.0,4.7699995,0.0
806,629717.0,5.29,0.0
808,629717.0,5.29,0.0
810,629753.0,-0.8600006,0.0
812,629753.0,-0.8600006,0.0
814,629753.0,-0.8600006,0.0
816,629753.0,-0.8600006,0.0
818,629789.0,-2.3000002,0.0
820,629789.0,-2.3000002,0.0
822,629789.0,-2.3000002,0.0
824,629825.0,-2.5900006,0.0
826,629861.0,-4.3700004,0.0
828,629861.0,-4.3700004,0.0
830,629897.0,-3.5200005,0.0
832,629933.0,8.04,0.0
834,629933.0,8.04,0.0
836,629969.0,0.7399998,0.0
838,629969.0,0.7399998,0.0
840,629969.0,0.7399998,0.0
842,630005.0,-4.9900002,0.0
844,630005.0,-4.9900002,0.0
846,630041.0,-4.8900003,0.0
848,630041.0,-4.8900003,0.0
850,630077.0,-2.3800006,0.0
852,630077.0,-2.3800006,0.0
854,630113.0,4.6099997,0.0
856,630113.0,4.6099997,0.0
858,630113.0,4.6099997,0.0
860,630149.0,-0.5100002,0.0
862,630149.0,-0.5100002,0.0
864,630149.0,-0.5100002,0.0
866,630185.0,-1.0600004,0.0
868,630221.0,0.10999966,0.0
870,630221.0,0.10999966,0.0
872,630221.0,0.10999966,0.0
874,630257.0,-0.62000084,0.0
876,630293.0,-0.46000004,0.0
878,630293.0,-0.46000004,0.0
880,630329.0,-0.17000008,0.0
882,630329.0,-0.17000008,0.0
884,630329.0,-0.17000008,0.0
886,630365.0,-0.35000038,0.0
888,630401.0,-0.46000004,0.0
890,630401.0,-0.46000004,0.0
892,630401.0,-0.46000004,0.0
894,630437.0,-0.3000002,0.0
896,630437.0,-0.3000002,0.0
898,630473.0,-0.40000057,0.0
900,630473.0,-0.40000057,0.0
902,630473.0,-0.40000057,0.0
904,630473.0,-0.40000057,0.0
906,630509.0,-0.46000004,0.0
908,630545.0,-0.3000002,0.0
910,630545.0,-0.3000002,0.0
912,630581.0,-0.35000038,0.0
914,630581.0,-0.35000038,0.0
916,630617.0,-0.4100008,0.0
918,630653.0,-0.35000038,0.0
920,630653.0,-0.35000038,0.0
922,630653.0,-0.35000038,0.0
924,630689.0,-0.44000053,0.0
926,630689.0,-0.44000053,0.0
928,630725.0,-0.2800007,0.0
930,630725.0,-0.2800007,0.0
932,630761.0,-0.37000084,0.0
934,630761.0,-0.37000084,0.0
936,630797.0,-0.4300003,0.0
938,630797.0,-0.4300003,0.0
940,630797.0,-0.4300003,0.0
942,630797.0,-0.4300003,0.0
944,630797.0,-0.4300003,0.0
946,630833.0,-0.3600006,0.0
948,630833.0,-0.3600006,0.0
950,630833.0,-0.3600006,0.0
952,630869.0,-0.34000015,0.0
954,630905.0,-0.42000008,0.0
956,630941.0,-0.37000084,0.0
958,630941.0,-0.37000084,0.0
960,630977.0,-0.3800001,0.0
962,631013.0,-0.37000084,0.0
964,631013.0,-0.37000084,0.0
966,631049.0,-0.3600006,0.0
968,631049.0,-0.3600006,0.0
970,631049.0,-0.3600006,0.0
972,631049.0,-0.3600006,0.0
974,631085.0,-0.40000057,0.0
976,631121.0,-0.3800001,0.0
978,631121.0,-0.3800001,0.0
980,631157.0,-0.40000057,0.0
982,631157.0,-0.40000057,0.0
984,631157.0,-0.40000057,0.0
986,631193.0,-0.3600006,0.0
988,631229.0,-0.39000034,0.0
990,631229.0,-0.39000034,0.0
992,631265.0,-0.39000034,0.0
994,631265.0,-0.39000034,0.0
996,631301.0,-0.37000084,0.0
998,631301.0,-0.37000084,0.0
1000,631301.0,-0.37000084,0.0
1002,631301.0,-0.37000084,0.0
1004,631337.0,-0.3800001,0.0
1006,631373.0,-0.40000057,0.0
1008,631373.0,-0.40000057,0.0
1010,631409.0,-0.37000084,0.0
1012,631409.0,-0.37000084,0.0
1014,631409.0,-0.37000084,0.0
1016,631445.0,-0.3600006,0.0
1018,631445.0,-0.3600006,0.0
1020,631445.0,-0.3600006,0.0
1022,631481.0,-0.3800001,0.0
1024,631517.0,-0.3800001,0.0
1026,631517.0,-0.3800001,0.0
1028,631553.0,-0.34000015,0.0
1030,631589.0,-0.4100008,0.0
1032,631589.0,-0.4100008,0.0
1034,631625.0,-0.3600006,0.0
1036,631625.0,-0.3600006,0.0
1038,631625.0,-0.3600006,0.0
1040,631661.0,-0.3600006,0.0
1042,631661.0,-0.3600006,0.0
1044,631697.0,-0.3600006,0.0
1046,631697.0,-0.3600006,0.0
1048,631697.0,-0.3600006,0.0
1050,631697.0,-0.3600006,0.0
1052,631733.0,-0.33000088,0.0
1054,631769.0,-0.39000034,0.0
1056,631769.0,-0.39000034,0.0
1058,631769.0,-0.39000034,0.0
1060,631769.0,-0.39000034,0.0
1062,631805.0,-0.3600006,0.0
1064,631841.0,-0.33000088,0.0
1066,631877.0,-0.40000057,0.0
1068,631877.0,-0.40000057,0.0
1070,631877.0,-0.40000057,0.0
1072,631913.0,-0.37000084,0.0
1074,631913.0,-0.37000084,0.0
1076,631949.0,-0.37000084,0.0
1078,631985.0,-0.39000034,0.0
1080,631985.0,-0.39000034,0.0
1082,631985.0,-0.39000034,0.0
1084,631985.0,-0.39000034,0.0
1086,632021.0,-0.37000084,0.0
1088,632057.0,-0.33000088,0.0
1090,632057.0,-0.33000088,0.0
1092,632093.0,-0.31000042,0.0
1094,632093.0,-0.31000042,0.0
1096,632093.0,-0.31000042,0.0
1098,632093.0,-0.31000042,0.0
1100,632129.0,-0.4300003,0.0
1102,632165.0,-0.35000038,0.0
1104,632201.0,-0.3600006,0.0
1106,632201.0,-0.3600006,0.0
1108,632237.0,-0.3800001,0.0
1110,632237.0,-0.3800001,0.0
1112,632237.0,-0.3800001,0.0
1114,632273.0,-0.35000038,0.0
1116,632273.0,-0.35000038,0.0
1118,632309.0,-0.3800001,0.0
1120,632309.0,-0.3800001,0.0
1122,632345.0,-0.33000088,0.0
1124,632345.0,-0.33000088,0.0
1126,632345.0,-0.33000088,0.0
1128,632381.0,-0.4100008,0.0
1130,632417.0,-0.32000065,0.0
1132,632417.0,-0.32000065,0.0
1134,632453.0,-0.39000034,0.0
1136,632453.0,-0.39000034,0.0
1138,632489.0,-0.37000084,0.0
1140,632489.0,-0.37000084,0.0
1142,632489.0,-0.37000084,0.0
1144,632525.0,-0.35000038,0.0
1146,632525.0,-0.35000038,0.0
1148,632561.0,-0.4100008,0.0
1150,632561.0,-0.4100008,0.0
1152,632597.0,-0.3000002,0.0
1154,632597.0,-0.3000002,0.0
1156,632633.0,-0.4100008,0.0
1158,632633.0,-0.4100008,0.0
1160,632633.0,-0.4100008,0.0
1162,632669.0,-0.35000038,0.0
1164,632669.0,-0.35000038,0.0
1166,632705.0,-0.33000088,0.0
1168,632705.0,-0.33000088,0.0
1170,632741.0,-0.39000034,0.0
1172,632741.0,-0.39000034,0.0
1174,632741.0,-0.39000034,0.0
1176,632777.0,-0.32000065,0.0
1178,632777.0,-0.32000065,0.0
1180,632777.0,-0.32000065,0.0
1182,632777.0,-0.32000065,0.0
1184,632777.0,-0.32000065,0.0
1186,632813.0,-0.3600006,0.0
1188,632849.0,-0.37000084,0.0
1190,632885.0,-0.37000084,0.0
1192,632921.0,-0.40000057,0.0
1194,632921.0,-0.40000057,0.0
1196,632921.0,-0.40000057,0.0
1198,632957.0,-0.31000042,0.0
1200,632957.0,-0.31000042,0.0
1202,632993.0,-0.37000084,0.0
1204,632993.0,-0.37000084,0.0
1206,633029.0,-0.35000038,0.0
1208,633065.0,-0.4100008,0.0
1210,633065.0,-0.4100008,0.0
1212,633065.0,-0.4100008,0.0
1214,633101.0,-0.3600006,0.0
1216,633137.0,-0.40000057,0.0
1218,633137.0,-0.40000057,0.0
1220,633137.0,-0.40000057,0.0
1222,633173.0,-0.5300007,0.0
1224,633173.0,-0.5300007,0.0
1226,633209.0,-0.7600002,0.0
1228,633209.0,-0.7600002,0.0
